Date,Max Temp,Min Temp,Observed Temp,"Rain Melted, snow, etc","Snow, ice pellets, hail","Snow ice pellets, hail, ice on ground",RAIN GAUGE,Wind Direction,Wind Speed MPH,Sky Cover,Cloud Type,Notes
12/5/83,35,24,31,0.03,T,9,,0,,8,Ns,light snow
12/4/83,34,17,24,0,,11,,0,,8,Sc,most of lake iced over
12/3/83,30,17,18,T,2,12,,0,,0,,SFBay iced over
12/2/83,29,24,26,0.08,0.5,11.5,,0,,8,Ns,light snow
12/1/83,28,27,28,0.03,1.5,12.5,,WSW,0-2,8,St,
11/30/83,34,26,28,0.43,13,14,,WSW,0-2,8,St,
11/29/83,34,31,33,0.39,2.5,3,,SSW,4-Feb,8,Ns,
11/28/83,36,28,34,0.5,,0,,NE,12-Jun,8,,
11/27/83,34,26,29,0,,T,,NE,0-4,8,,
11/26/83,33,25,28,0,,0.25,,0,,2,,
11/25/83,32,27,31,0.03,0.25,0.25,,NW,10-Apr,8,,
11/24/83,35,33,33,0.02,,,,WNW,8-Feb,8,,
11/23/83,51,32,40,0.42,,,,SE,6-Jan,8,Ns,
11/22/83,40,35,36,0,,,,NNW,0-2,8,Sc,
11/21/83,42,37,40,0.26,,,,WNW,6-Feb,8,Ns,
11/20/83,52,39,51,0.27,,,,SE,0-1,8,Ns,
11/19/83,51,35,40,0.52,,,,ENE,0-2,8,Ns,
11/18/83,40,24,29,0,,0,,SE,0-2,8,St,
11/17/83,34,29,30,0,,0,,NNE,6-Feb,1,Cu,
11/16/83,36,34,34,0.08,T,T,,NNE,8-Feb,8,Ns,snow flurries
11/15/83,40,33,36,0.23,0.5,1,,E,0-2,8,Ns,rain-snow
11/14/83,42,27,34,0.08,,1,,SSE,0-2,8,St,
11/13/83,34,19,21,0,,2,,0,,4,Cs,
11/12/83,33,23,26,0,,2,,N,6-Feb,5,Cu,
11/11/83,33,30,30,0.02,2.5,2.5,,NNE,10-Apr,8,St,first snow
11/10/83,38,37,38,0.54,,,,NE,6-Feb,8,Ns,rain
11/9/83,45,43,43,0.05,,,,NE,0-2,8,Ns,light rain
11/8/83,58,46,53,T,,,,W,2-Jan,8,Ns,
11/7/83,51,39,42,0,,,,0,,8,Sc,
11/6/83,47,32,36,0.01,,,,,,8,St,
11/5/83,47,32,34,0,,,,,,0,,
11/4/83,45,32,33,0,,,,NW,10-Feb,8,Sc,
11/3/83,37,34,34,0,,,,N,10-Feb,8,Sc,
11/2/83,57,47,50,T,,,,0,,9,,
11/1/83,60,37,40,0,,,,SE,0-2,7,Cu,
10/31/83,53,33,35,0,,,,SW,0-2,6,Cu,
10/30/83,50,30,34,0,,,,SE,4-Jan,6,Ci,
10/29/83,43,38,39,0,,,,NW,8-Feb,2,Cu,
10/28/83,60,53,58,0,,,,WSW,10-Apr,0,,strong cold front began in afternoon
10/27/83,61,31,33,0,,,,0,,8,Cu,
10/26/83,48,34,35,0,,,,0,,9,,
10/25/83,49,35,35,0.28,,,,0,,8,Ns,rain
10/24/83,48,36,37,0,,,,0,,1,,
10/23/83,53,41,44,0.03,,,,,,,,
10/22/83,49,40,40,0.13,,,,,,,,
10/21/83,52,36,39,0,,,,SE,6-Feb,0,,frost 
10/20/83,49,32,33,0,,,,0,,7,Cu,"frost, peak color"
10/19/83,47,34,36,0,,,,ENE,4-Jan,1,Cs,"frost, peak color"
10/18/83,50,39,42,0,,,,N,0-1,5,As,peak color
10/17/83,51,42,42,T,,,,SW,0-1,1,Cu,peak color
10/16/83,62,43,49,0.01,,,,ESE,0-2,8,St,peak color
10/15/83,51,39,43,0.01,,,,N,4-Jan,8,Cu,
10/14/83,45,40,41,0.93,,,,SSW,12-Feb,8,Ns,rain
10/13/83,49,47,48,1.07,,,,N,0-4,8,Ns,rain
10/12/83,64,59,59,0.15,,,,SE,6-Jan,8,Ns,
10/11/83,69,42,48,0,,,,ESE,4-Jan,8,Ns,
10/10/83,57,34,35,0,,,,0,,2,Cu,some frost in camp (first)
10/9/83,53,37,42,0,,,,0,,1,Cu,
10/8/83,52,41,47,0.06,,,,N,6-Feb,8,Sc,
10/7/83,52,39,41,1.04,,,,0,,8,Ns,
10/6/83,54,49,51,0.02,,,,WNW,6-Feb,8,Sc,thunderstorms overnight
10/5/83,57,46,49,0.08,,,,0,,8,St,
10/4/83,51,49,51,0.25,,,,NE,6-Feb,8,Ns,rain
10/3/83,64,62,62,1.35,,,,E,0-2,8,Ns,rain
10/2/83,77,57,63,0,,,,SE,0-2,8,St,
10/1/83,74,52,59,0,,,,SW,0-1,0,,
9/30/83,76,56,57,0,,,,0,,9,,
9/29/83,76,54,55,0,,,,0,,3,St,
9/28/83,75,54,57,0,,,,0,,9,,
9/27/83,66,58,59,0,,,,0,,9,,
9/26/83,71,52,57,0,,,,0,,8,Ns,
9/25/83,60,47,51,0.02,,,,,,,,
9/24/83,62,41,41,0,,,,,,,,
9/23/83,54,41,42,0.01,,,,N,0-2,1,Cu,
9/22/83,54,39,42,0.31,,,,W,0-1,3,Cu,
9/21/83,56,44,46,0.41,,,,W,0-1,4,Cu,
9/20/83,67,56,63,1.98,,,,SW,0-1,8,Ns,
9/19/83,65,49,49,0.06,,,,0,,8,Ci,
9/18/83,71,52,55,0.3,,,,,,8,St,
9/17/83,59,54,54,0,,,,,,,,
9/16/83,58,52,53,0.97,,,,ENE,0-4,8,Ns,
9/15/83,65,43,45,0.09,,,,0,,9,,
9/14/83,63,44,47,0,,,,0,,2,Cu,
9/13/83,62,48,52,0,,,,N,4-Jan,1,Cu,frost in area
9/12/83,60,52,55,0.03,,,,W,0-1,8,Ns,
9/11/83,68,58,58,0,,,,W,4-Jan,2,Cu,
9/10/83,83,67,72,0.03,,,,SSW,0-2,2,Sc,
9/9/83,87,61,73,0,,,,S,4-Jan,8,Sc,
9/8/83,79,52,53,0,,,,S,0-1,1,Ci,
9/7/83,71,51,55,0,,,,W,4-Jan,1,Cu,
9/6/83,76,68,69,0.13,,,,WNW,6-Feb,5,Ci,
9/5/83,86,70,77,0.03,,,,WSW,4-Jan,8,Sc,
9/4/83,85,69,71,T,,,,S,0-1,8,St,
9/3/83,88,65,71,0,,,,SW,0-2,1,Ci,
9/2/83,83,60,61,0,,,,S,0-1,0,,
9/1/83,79,56,57,0,,,,0,,0,,
8/31/83,77,64,64,0,,,,N,5-Jan,0,,
8/30/83,78,65,65,0,,,,0,,7,St,
8/29/83,83,62,64,0.19,,,,0,,4,Ci,
8/28/83,83,65,66,0,,,,0,,4,Ci,
8/27/83,83,68,70,0,,,,0,,9,,
8/26/83,83,68,71,0,,,,S,0-1,8,St,
8/25/83,81,61,61,0,,,,0,,1,St,
8/24/83,81,56,58,0,,,,S,0-2,1,St,
8/23/83,77,56,58,0,,,,0,,6,Cu,
8/22/83,75,58,66,0,,,,W,0-2,8,Ns,
8/21/83,73,57,58,0.51,,,,S,0-1,1,Cu,
8/20/83,76,66,66,0,,,,NW,8-Feb,0,,
8/19/83,88,67,69,0.02,,,,S,0-2,8,St,
8/18/83,84,69,69,0,,,,0,,2,Cu,
8/17/83,77,68,68,0.01,,,,0,,8,As,
8/16/83,84,64,65,0,,,,S,0-1,0,,
8/15/83,82,63,63,0.01,,,,S,0-1,0,,
8/14/83,71,61,64,0.43,,,,0,,8,Ns,rain
8/13/83,80,55,57,0,,,,S,0-1,0,,
8/12/83,77,56,58,0,,,,0,,2,Ci,
8/11/83,73,58,59,0.93,,,,E,8-Feb,8,Ns,
8/10/83,62,52,55,0.25,,,,E,0-2,8,St,
8/9/83,71,58,58,0,,,,NE,6-Feb,0,,
8/8/83,81,67,77,0.15,,,,WNW,6-Jan,2,St,
8/7/83,87,65,68,0,,,,NE,0-5,0,,
8/6/83,88,65,69,0,,,,0,,2,Ci,
8/5/83,83,63,66,0,,,,NNW,6-Feb,0,,
8/4/83,75,68,68,0,,,,NNW,4-Feb,8,Sc,
8/3/83,77,63,66,0.17,,,,W,0-1,8,Ns,
8/2/83,85,60,63,0,,,,0,,0,,
8/1/83,75,63,65,0.05,,,,NW,0-1,7,Cu,
7/31/83,90,70,72,0.19,,,,W,0-1,7,Ac,
7/30/83,85,66,69,0,,,,N,2-Jan,0,,
7/29/83,83,69,72,0.03,,,,W,0-1,8,Ns,
7/28/83,77,67,67,0.32,,,,WNW,0-2,8,Ns,
7/27/83,88,59,63,0,,,,0,,0,,
7/26/83,86,59,63,0,,,,0,,0,,
7/25/83,83,63,65,0,,,,N,0-1,0,,
7/24/83,83,60,65,0,,,,N,6-Feb,0,,
7/23/83,88,68,75,0,,,,W,0-2,8,St,
7/22/83,85,60,63,0,,,,SSW,0-2,3,Ci,
7/21/83,83,69,70,0.01,,,,0,,8,Sc,
7/20/83,88,68,70,0.02,,,,0,,6,Cu,
7/19/83,89,68,70,0,,,,0,,4,St,
7/18/83,87,68,69,0,,,,NW,4-Jan,0,,
7/17/83,88,70,76,0,,,,W,4-Feb,7,Cu,
7/16/83,94,69,72,0,,,,0,,0,,heavy haze
7/15/83,92,74,76,0,,,,0,,0,,hazy
7/14/83,92,63,70,0,,,,0,,0,,
7/13/83,90,59,61,0,,,,SW,0-2,0,,
7/12/83,83,62,68,0,,,,NW,10-Apr,0,,
7/11/83,92,60,70,0,,,,SW,0-1,0,,
7/10/83,84,55,60,0,,,,0,,1,Ac,
7/9/83,78,64,65,0,,,,E,0-2,3,Sc,
7/8/83,80,65,65,0.01,,,,0,,8,St,
7/7/83,80,48,58,0,,,,NW,0-1,8,Ci,
7/6/83,71,47,53,0,,,,NW,0-2,0,,
7/5/83,64,49,50,0,,,,NW,8-Feb,8,Sc,
7/4/83,76,69,71,0.06,,,,WSW,0-4,8,Sc,
7/3/83,91,62,73,0,,,,SW,0-2,0,,
7/2/83,84,63,64,0,,,,0,,8,NS,heavy haze
7/1/83,80,60,69,0.03,,,,WSW,0-2,1,St,
6/30/83,78,60,64,0.06,,,,E,0-2,8,St,
6/29/83,81,51,58,0,,,,0,,0,,
6/28/83,71,52,56,0,,,,ESE,5-Jan,0,,
6/27/83,65,61,61,0.01,,,,SE,6-Feb,8,St,
6/26/83,90,67,77,0.02,,,,W,8-Feb,8,St,
6/25/83,82,58,62,0,,,,0,,0,,
6/24/83,81,59,63,0,,,,NW,0-4,0,,
6/23/83,82,66,73,0,,,,NW,0-4,8,Sc,
6/22/83,90,61,68,0,,,,SW,0-1,7,St,
6/21/83,87,59,64,0,,,,0,,4,Cs,
6/20/83,86,51,62,0,,,,W,0-2,0,,
6/19/83,78,57,61,0,,,,0,,2,Ci,
6/18/83,74,46,52,0,,,,N,6-Feb,1,Cu,
6/17/83,72,52,58,0,,,,W,0-2,5,Cu,
6/16/83,72,57,63,0,,,,W,0-2,0,,
6/15/83,78,60,64,0,,,,SW,0-1,0,,
6/14/83,90,61,66,0,,,,0,,0,,
6/13/83,89,61,65,0,,,,0,,0,,
6/12/83,87,58,72,0,,,,0,,0,,
6/11/83,86,48,69,0,,,,0,,4,Cu,
6/10/83,71,44,49,0,,,,0,,4,Cu,
6/9/83,71,51,54,0.29,,,,SE,0-2,6,Sc,
6/8/83,67,37,44,0,,,,NE,0-2,0,,
6/7/83,55,40,46,0.05,,,,NW,4-Jan,4,Cu,
6/6/83,64,41,45,0,,,,SW,0-2,0,,
6/5/83,54,40,41,0.07,,,,W,0-4,8,St,
6/4/83,64,50,54,0.03,,,,SSW,0-2,7,Cs,
6/3/83,68,46,56,0,,,,W,5-Feb,0,,
6/2/83,71,40,49,0,,,,W,4-Jan,5,Cu,
6/1/83,68,41,48,0,,,,NW,0-2,0,,
5/31/83,53,44,45,0.28,,,,0,,8,,
5/30/83,54,40,52,0.01,,,,0,,8,,
5/29/83,58,43,50,1.05,,,,NW,10-May,8,,
5/28/83,63,32,54,0,,,,NE,0-5,1,,
5/27/83,58,34,36,0,,,,0,,0,,
5/26/83,51,38,41,0,,,,NW,12-Apr,7,Cu,
5/25/83,45,40,41,0.04,,,,NW,6-Feb,8,Ns,
5/24/83,67,38,40,0.26,,,,SW,0-2,0,,
5/23/83,50,49,49,0.16,,,,W,8-Feb,8,Ns,
5/22/83,59,52,55,0.07,,,,ENE,0-4,8,Ns,
5/21/83,67,44,48,0,,,,S,0-2,8,St,
5/20/83,58,44,46,0,,,,,,8,Ns,
5/19/83,57,45,45,0.95,,,,SE,10-Apr,8,Ns,
5/18/83,69,35,43,0,,,,SW,0-4,0,,
5/17/83,56,33,38,0,,,,NE,0-2,3,Cu,
5/16/83,49,32,36,0,,,,NNE,0-4,1,Cu,
5/15/83,48,36,38,0,,,,NW,10-Apr,6,Cu,
5/14/83,57,54,56,0.47,,,,0,,8,Ns,
5/13/83,80,52,55,0,,,,0,,5,St,
5/12/83,72,43,50,0,,,,0,,2,Ci,
5/11/83,70,36,42,0,,,,0,,1,Ci,
5/10/83,64,33,40,0,,,,0,,3,Ci,
5/9/83,53,34,35,0,,,,NE,4-Jan,0,,frost away from lake
5/8/83,48,35,35,0,,,,NW,,,,
5/7/83,46,41,43,1.25,,,,,,8,Ns,
5/6/83,47,33,42,1.15,,,,0,,8,Ns,
5/5/83,50,32,34,0,,,,,,,,
5/4/83,53,33,39,0,,,,0,,0,,
5/3/83,53,36,40,0,,,,N,0-2,0,,
5/2/83,47,42,45,1.14,,,,NE,20-Aug,8,Ns,rain
5/1/83,58,33,43,0,,,,NW,0-2,0,,time change
4/30/83,53,41,47,0,,,,N,6-Feb,8,Ci,
4/29/83,50,36,41,0.04,,,,,,8,Ns,
4/28/83,53,39,41,0,,,,0,,8,St,
4/27/83,67,49,55,0,,,,0,,0,,
4/26/83,76,38,56,0,,,,0,,0,,
4/25/83,61,30,33,0,,,,N,6-Feb,4,St,
4/24/83,51,32,38,0,,,,0,,0,,
4/23/83,50,31,44,0,,,,N,0-4,2,St,
4/22/83,53,31,38,0,,,,NW,6-Feb,0,,
4/21/83,51,31,39,0,,,,N,15-Apr,2,St,
4/20/83,45,26,32,0,,,,N,10-Feb,0,,
4/19/83,39,20,28,0,,,,NW,6-Feb,4,Ci,
4/18/83,32,21,23,0,,,,N,12-Apr,2,Cu,
4/17/83,32,23,27,0,T,T,,NW,8-Feb,2,Cu,
4/16/83,33,22,27,0,T,T,,NNW,8-Feb,8,Cu,
4/15/83,35,30,31,0.05,T,T,,SSW,10-Apr,8,Ns,light snow
4/14/83,58,35,53,0.36,,,,SSE,14-Apr,8,Ns,ice off the lake!
4/13/83,44,33,39,0.18,,,,ENE,12-Jun,8,Ns,light rain
4/12/83,47,29,35,0,,,,ENE,0-4,8,Sc,
4/11/83,42,33,36,0,,,,0,,8,Ns,
4/10/83,44,37,41,0.13,,,,0,,8,Ns,
4/9/83,42,38,40,0.65,,,,NE,Oct-40,8,Cs,gusts to 50
4/8/83,44,34,36,0,,,,NW,6-Feb,8,Cu,
4/7/83,42,34,37,0.22,,,,0,,8,Ns,
4/6/83,39,33,37,0.02,,0,,NW,14-Jun,8,St,
4/5/83,44,33,34,0,,0,,NW,6-Feb,8,Sc,
4/4/83,37,33,33,0.22,0.5,0.5,,NW,0-2,8,Ns,light wet snow
4/3/83,36,33,34,0.24,,0,,NE,8-Feb,8,Ns,
4/2/83,44,31,37,0,,0,,NNE,0-5,8,St,
4/1/83,49,25,28,0,,0,,,,5,Sc,
3/31/83,44,24,28,0,,0,,NNW,0-4,8,Cu,
3/30/83,41,18,25,0,,0,,NNW,8-Feb,3,Ci,
3/29/83,32,11,15,0,,2,,0,,0,,
3/28/83,36,29,31,0.04,4.5,6.5,,NNE,18-Aug,2,Cu,
3/27/83,35,30,32,0.18,,2,,NNE,8-Feb,8,Ns,
3/26/83,39,14,20,0,,4,,0,,6,Ci,
3/25/83,33,-2,1,0,,4,,0,,0,,
3/24/83,23,-2,2,0,,4,,0,,0,,
3/23/83,25,9,19,0,,5,,,,8,St,
3/22/83,22,12,12,0.07,6,7.5,,N,10-Apr,8,St,fluffiest snow all winter
3/21/83,19,14,15,0.07,,2.5,,NE,8-Feb,8,St,
3/20/83,27,20,23,0,0.5,3,,NNE,12-Jun,6,Sc,
3/19/83,30,30,30,0.55,2.5,2.5,,NNE,10-Apr,8,Ns,Rain - snow overnight
3/18/83,40,34,36,0.49,,,,ESE,10-Jun,8,St,gusting to 20
3/17/83,42,34,34,0,,,,NNE,6-Feb,8,St,
3/16/83,39,30,32,0,,,,SE,0-4,8,Ns,
3/15/83,40,30,32,0.02,,0,,NW,12-Apr,8,St,
3/14/83,37,30,35,0.02,,0,,0,,8,Ns,
3/13/83,49,21,30,0,,0,,0,,0,,
3/12/83,40,18,28,0,,0,,NNE,0-1,4,Cu,lake ice booming
3/11/83,32,19,19,0,,0.5,,NNE,10-Apr,0,,
3/10/83,26,21,22,0.01,0.5,0.5,,NNE,8-Feb,8,Ns,
3/9/83,38,35,37,0.06,,0,,SW,8-Feb,8,St,
3/8/83,57,39,42,0.41,,0,,0,,9,,patches of snow
3/7/83,57,37,38,0.1,,5,,ESE,0-2,9,,
3/6/83,44,37,42,0.39,,6.5,,ESE,12-Jun,8,Sc,rain
3/5/83,44,34,37,0,,6.5,,SE,10-Apr,9,,
3/4/83,36,33,34,0,,7,,SW,10-Feb,8,Ns,
3/3/83,37,27,30,0.34,,7,,0,,8,St,frost; rain later
3/2/83,38,33,35,0.01,,7,,N,0-2,8,Ns,
3/1/83,38,34,34,T,,7.5,,0,,8,St,
2/28/83,48,34,35,0,,8,,SW,4-Jan,8,St,
2/27/83,47,17,38,0,,9,,WSW,12-Apr,7,Sc,
2/26/83,35,4,18,0,,9,,SW,0-2,8,Sc,frost
2/25/83,25,7,9,0,T,9,,NE,6-Jan,0,,
2/24/83,26,18,24,0,,9,,NW,4-Feb,8,St,
2/23/83,36,29,30,0,1.5,10,,NW,0-4,2,Cu,
2/22/83,35,29,29,0.24,,8,,S,0-2,8,St,
2/21/83,36,31,31,0,,8,,NW,6-Feb,8,St,
2/20/83,55,33,36,0.02,,9.5,,SW,0-2,7,"Cu,Ci",
2/19/83,41,33,36,0,,10,,SE,0-4,8,St,
2/18/83,37,24,26,0,,10,,SE,6-Feb,7,Cs,
2/17/83,38,33,33,0.01,T,11,,NW,4-Feb,8,St,
2/16/83,36,33,33,0.11,0.25,12,,SE,0-2,8,Ns,
2/15/83,38,34,34,0,,12.5,,NW,0-2,9,,
2/14/83,38,34,35,0,,13,,0,,8,Ns,
2/13/83,40,27,34,0,,14,,S,14-Apr,8,St,
2/12/83,31,3,9,0,,15,,,,,,
2/11/83,27,7,11,0,,15,,SE,8-Apr,0,,
2/10/83,21,-6,7,0,,15,,SE,8-Apr,2,Cu,
2/9/83,19,8,15,0,0.5,15.5,,SE,14-Jun,8,Ns,
2/8/83,25,-4,-2,0.01,,15,,0,,0,,frost
2/7/83,21,-2,-2,0.03,0.5,15,,0,,0,,
2/6/83,29,18,22,0.12,0.5,15,,S,0-2,8,Ns,
2/5/83,24,9,17,0,,15,,,,8,St,
2/4/83,15,6,6,0.04,1.5,15,,NW,10-Apr,4,Cu,
2/3/83,16,16,16,0.15,3.5,13,,NE,8-Feb,8,Ns,
2/2/83,27,23,26,0.37,,9.5,,E,10-Mar,8,Ns,
2/1/83,28,3,6,0,,9.5,,0,,0,,
1/31/83,28,27,28,0.09,0.5,9.5,,NW,10-Mar,8,St,
1/30/83,35,31,34,0.05,T,10,,S,0-2,8,Ns,
1/29/83,35,28,31,0,,10,,0,,8,Ns,
1/28/83,31,8,19,0,,10,,SSW,8-Feb,8,St,
1/27/83,22,0,0,0,T,10.5,,WNW,0-2,1,St,
1/26/83,19,13,13,0,T,10.5,,0,,8,St,
1/25/83,23,22,22,0.03,1,11,,NW,12-Apr,8,Ns,
1/24/83,35,32,32,0.07,0.5,10,,NW,0-4,8,Ns,
1/23/83,35,31,32,0.29,4,11,,0,,8,Ns,
1/22/83,37,4,32,0.13,,7,,0,,8,St,
1/21/83,31,4,4,0,,7,,0,,0,,heavy dendritic frost
1/20/83,26,-2,-2,0,,7,,NE,0-1,0,,
1/19/83,13,-8,-7,0,,7,,N,0-2,0,,
1/18/83,10,2,3,0,,7,,N,6-Feb,0,,
1/17/83,10,-2,-1,0,,7,,N,12-Jun,0,,
1/16/83,11,-1,4,0,7,7,0,0,7,7,Ci,
1/15/83,13,5,5,0,1.25,7.5,,N,8-Feb,1,St,
1/14/83,28,20,27,,,7,,SSE,16-Aug,8,Ns,clock stoppage problems
1/13/83,27,15,24,,1,7,,NW,0-2,8,Ns,clock stoppage problems
1/12/83,25,7,8,,2.5,6,,N,0-4,6,Cu,clock stoppage problems
1/11/83,34,33,34,0.16,,5,,NW,14-Apr,8,Ns,
1/10/83,39,25,35,0.11,,7,,SSE,8-Apr,8,Ns,rain in afternoon
1/9/83,35,17,26,0,,8,,S,0-4,8,St,
1/8/83,29,14,26,0,0.5,8.5,,NW,0-4,7,Cu,
1/7/83,33,30,33,0.15,6,9,,NW,12-Jun,8,Ns,
1/6/83,36,24,30,0.33,,3,,SSW,0-4,8,St,
1/5/83,36,34,34,0,,3,,NW,0-2,8,St,
1/4/83,36,16,23,0,,3.5,,SSW,10-Feb,7,Sc,
1/3/83,27,19,24,0,,3.5,,NW,6-Feb,6,Cu,
1/2/83,24,23,24,0,0.25,4,,NW,6-Feb,8,St,
1/1/83,34,22,32,0.03,1.5,4.5,,W,6-Feb,8,Sc,
12/31/82,32,19,29,0.08,1.5,5,,SSW,10-Feb,8,St,
12/30/82,29,15,19,0.03,1.5,4,,WNW,10-Apr,8,St,all very fluffy snow
12/29/82,21,19,20,0.18,4.5,4.5,,NNW,8-Feb,8,Ns,strong winds overnight
12/28/82,47,30,41,0.77,,,,W,12-Apr,9,,
12/27/82,36,24,29,,,,,E,0-5,8,,
12/26/82,35,30,34,,,,,SW,0-5,8,,this period 24-27th
12/25/82,53,36,47,.33 avg 24-27th,,,,0,,8,,during
12/24/82,47,37,38,,,0,,0,,9,,rain guage clock stopped
12/23/82,43,29,32,1.01,,0.5,,SE,8-Feb,8,Cs,quite a bit of lightening in afternoon
12/22/82,35,22,27,0,T,0.5,,S,0-1,8,As,
12/21/82,28,24,24,0,T,0.5,,NW,6-Feb,6,Cu,
12/20/82,33,32,32,T,0.5,0.5,,NW,8-Feb,8,Ns,
12/19/82,36,32,34,0.11,,0.25,,0,,8,Ns,"light rain, freezing rain"
12/18/82,36,22,30,0.09,,0.25,,S,8-Feb,8,St,
12/17/82,30,13,14,0,,0.25,,0,,1,Ci,fairly heavy frost
12/16/82,25,23,24,0,,0.25,,NW,20-Aug,8,St,
12/15/82,35,32,33,0,T,0.5,,SW,0-1,8,Ns,
12/14/82,35,23,33,0,,0.5,,SW,6-Feb,8,St,
12/13/82,35,9,24,0,,0.75,,SW,10-Feb,7,Cs,
12/12/82,24,8,9,T,0.25,0.75,,NW,0-4,1,St,lake froze over
12/11/82,22,17,18,0.01,T,0.5,,NW,14-Apr,8,Cu,
12/10/82,33,16,29,0.01,T,0.5,,W,12-Apr,8,Ns,
12/9/82,29,11,12,0.03,0.5,0.75,,0,,7,Sc,skim ice on SF Bay
12/8/82,26,24,26,0,,0.25,,NW,10-Apr,8,St,
12/7/82,26,25,25,0,0.5,0.5,,WNW,20-Aug,6,Cu,
12/6/82,37,34,35,0.15,,,,NW,12-Apr,6,Cu,
12/5/82,49,32,40,0.97,,,,E,6-Feb,8,Ns,rained most of day
12/4/82,41,38,38,0,,,,0,,8,St,
12/3/82,61,51,58,0.07,,,,SW,8-Jan,8,St,
12/2/82,60,37,52,0.35,,,,SSE,10-Apr,8,Ns,
12/1/82,52,38,43,0.01,,0,,0,,9,,
11/30/82,43,33,34,0.19,,T,,0,,8,Ns,
11/29/82,38,29,35,0.16,,1,,N,6-Feb,8,Ns,
11/28/82,36,18,31,0.21,,1,,0,,8,,
11/27/82,27,22,25,0,0.5,1.5,,NW,0-4,6,,
11/26/82,28,20,27,0.19,1,1.5,,NW,10-May,8,,
11/25/82,36,21,36,0,0.5,0.5,,SW,0-4,7,,
11/24/82,30,22,23,0.04,T,,,NW,10-May,8,,
11/23/82,38,35,37,0,,,,WSW,6-Feb,8,,
11/22/82,39,28,30,0,,,,WSW,0-2,2,St,
11/21/82,46,37,42,0,,,,WSW,8-Apr,6,Cu,
11/20/82,60,49,54,0.26,,,,SSE,6-Feb,8,Ns,
11/19/82,55,35,46,0.23,,,,S,4-Feb,8,Ns,
11/18/82,50,29,30,0,,0,,S,0-2,2,Sc,
11/17/82,43,30,30,0,,0.25,,0,,0,,
11/16/82,39,28,31,0,,1,,WSW,4-Feb,8,Cu,
11/15/82,32,21,24,0.01,0.5,1.5,,0,,7,Cu,
11/14/82,32,25,27,0.1,1,1,,WNW,0-2,8,Ns,
11/13/82,27,26,26,0.01,,,,NW,5-Feb,8,Sc,
11/12/82,52,40,52,0.63,,,,SW,10-Feb,8,Ns,warmed up overnight; winds gusting up to 45 knots in evening
11/11/82,45,35,44,0.84,,,,WNW,10-Apr,8,Ns,
11/10/82,48,31,37,0.29,,,,SE,20-Aug,8,St,
11/9/82,38,33,34,0,,,,NNW,8-Feb,8,St,
11/8/82,43,40,42,0,,,,WNW,8-Apr,8,St,
11/7/82,54,30,40,T,,0,,S,0-2,2,Ci,
11/6/82,40,33,34,0,0.25,0.25,,WSW,0-4,8,St,
11/5/82,37,28,28,0.11,,T,,0,,1,St,really less than a trace
11/4/82,39,32,35,0,,,,SSW,0-4,7,Sc,
11/3/82,50,43,43,0.15,,,,0,,6,St,
11/2/82,48,45,47,0.38,,,,NE,8-Feb,8,Ns,light rain
11/1/82,48,38,44,0.02,,,,SE,6-Feb,8,Ns,light rain
10/31/82,51,37,37,0,,,,0,,6,As,
10/30/82,58,49,54,0,,,,WSW,10-Apr,0,,
10/29/82,60,52,54,0.02,,,,WSW,10-Feb,8,Ns,light rain
10/28/82,62,44,44,0.06,,,,S,0-4,8,St,
10/27/82,62,36,37,0,,,,0,,9,,
10/26/82,60,35,37,0,,,,0,,9,,
10/25/82,57,34,38,0,,,,0,,0,,
10/24/82,55,32,38,0,,,,S,0-2,0,,frost
10/23/82,56,29,38,0,,,,S,0-2,1,Ci,frost
10/22/82,42,33,34,0,,,,0,,8,St,
10/21/82,39,32,36,0.05,,,,NW,10-Feb,8,Sc,some snow on ground
10/20/82,55,52,55,0.82,,,,W,6-Feb,8,Ns,rain
10/19/82,62,48,54,0.04,,,,WSW,6-Jan,8,As,
10/18/82,64,40,46,T,,,,WNW,0-4,1,St,
10/17/82,48,34,40,0.07,,,,NE,0-5,8,St,
10/16/82,43,37,39,0.08,,,,NW,20-Aug,6,Sc,
10/15/82,48,43,44,0.01,,,,NW,10-Feb,6,Cu,
10/14/82,54,45,47,0.11,,,,W,0-2,8,Ns,rain
10/13/82,56,44,46,0.34,,,,SW,0-1,8,Cu,
10/12/82,51,46,49,0.14,,,,0,,8,Ns,
10/11/82,62,45,48,0.14,,,,SW,0-2,6,Cu,
10/10/82,60,48,53,0.45,,,,SE,0-4,8,Ns,rain
10/9/82,63,43,51,0,,,,NE,0-2,8,St,
10/8/82,57,47,49,0,,,,NW,0-2,7,Sc,
10/7/82,60,56,57,0.14,,,,SW,6-Jan,8,Sc,
10/6/82,73,54,60,1.47,,,,SW,0-2,8,Ns,rain!
10/5/82,76,45,47,0,,,,S,0-2,0,,a beautiful day
10/4/82,66,43,45,0,,,,0,,9,,
10/3/82,60,52,53,0,,,,NW,8-Apr,1,Cu,
10/2/82,65,43,54,T,,,,E,6-Jan,6,St,
10/1/82,58,53,54,0.22,,,,NW,7-Feb,3,Sc,
9/30/82,77,57,58,0,,,,0,,3,As,
9/29/82,77,54,55,0,,,,SW,0-3,0,,
9/28/82,67,49,49,0,,,,0,,0,,
9/27/82,60,49,52,0,,,,NNE,6-Jan,9,,
9/26/82,62,49,55,0,,,,0,,9,,
